Batch Size, 1
Num Batches, 2552
kwin1_out,kwin2_out,kwinl_out,activations,sp_rows,sp_cols,mul_min,mul_max,mul_avg,mul_med,mul_std
160,16,265,200,80,73,1,21,9.29075235109718,9.0,2.8636915909384717
18,55,253,200,80,86,1,22,10.47962382445141,10.0,3.1319556095188608
26,67,320,200,80,78,2,20,10.056426332288401,10.0,2.7476033021553663
40,66,269,200,80,78,1,18,8.746081504702195,9.0,2.628474772509833
81,30,30,200,80,79,2,22,10.215909090909092,10.0,3.2913652879648856
153,15,361,200,80,88,0,22,10.156739811912226,10.0,3.681974651400533
193,223,319,200,80,80,0,26,10.942398119122258,11.0,4.059825561611911
231,379,355,200,80,88,1,27,9.891849529780565,10.0,4.071372958900002
293,449,267,200,80,73,1,21,9.868730407523511,10.0,3.1789018853862685
319,371,348,200,80,75,2,20,10.348746081504702,10.0,2.775820361347633
324,257,282,200,80,86,0,22,10.491771159874608,10.0,3.76857090202068
326,199,294,200,80,84,0,21,10.696316614420063,11.0,3.61757538089152
268,293,19,200,80,69,1,19,8.639890282131661,9.0,2.6593464420668806
207,413,143,200,80,68,1,20,8.684169278996865,9.0,2.8559622805890013
133,390,288,200,80,83,2,23,10.734326018808778,11.0,3.180802588972267
17,208,278,200,80,75,1,21,10.20807210031348,10.0,3.1206483001106298
31,207,135,200,80,68,0,21,8.941614420062695,9.0,3.20451658557931
55,295,265,200,80,76,2,18,10.296630094043888,10.0,2.4583083980216975
94,393,272,200,80,78,0,19,9.197492163009404,9.0,3.043986823184218
144,367,379,200,80,92,1,22,9.975313479623825,10.0,3.2839404963948704
197,212,255,200,80,80,1,21,9.26998432601881,9.0,3.0940698664238857
260,264,318,200,80,84,2,22,9.552899686520377,9.0,2.6540956212502427
324,389,372,200,80,73,3,24,10.552507836990596,10.0,3.1260712239103774
335,490,310,200,80,75,3,23,11.455721003134796,11.0,3.3597630902303557
335,377,361,200,80,69,0,26,11.482758620689655,11.0,3.8727426117314274
328,182,121,200,80,85,2,20,9.48628526645768,9.0,2.8979183957352763
284,350,294,200,80,84,1,22,9.787617554858935,10.0,3.1620848888559787
193,459,361,200,80,77,2,20,9.891849529780565,10.0,2.836185133065216
114,504,336,200,80,73,1,24,10.181818181818182,10.0,4.10890330251118
23,334,189,200,80,79,2,25,12.470219435736677,12.0,3.2438594435916905
35,134,413,200,80,91,1,22,9.97923197492163,10.0,3.1189769099812863
59,204,301,200,80,69,0,25,8.482758620689655,8.0,3.200413948742167
111,344,177,200,80,78,2,21,9.742554858934168,9.0,2.935290791504235
162,570,200,200,80,69,1,21,10.494122257053291,10.0,2.977311793352147
219,647,159,200,80,90,0,22,9.418887147335424,9.0,2.7429883281661076
281,682,334,200,80,71,2,23,11.434952978056426,11.0,3.155653867279702
333,129,187,200,80,63,1,20,10.190438871473354,10.0,2.6919599545189232
385,252,216,200,80,87,3,21,10.632445141065832,11.0,2.875773954862758
367,317,316,200,80,80,1,20,9.29114420062696,9.0,2.9932447362864423
350,312,254,200,80,85,2,21,9.47884012539185,9.0,2.7125085677147647
286,293,343,200,80,62,0,21,8.115595611285267,8.0,3.1475533673166103
198,131,269,200,80,73,1,20,9.824843260188088,10.0,2.9279959429429394
125,217,246,200,80,68,2,22,9.936128526645769,10.0,3.342316139251862
19,224,170,200,80,77,2,25,9.925548589341693,10.0,3.1174661054268853
25,204,77,200,80,80,1,20,9.040360501567399,9.0,2.587106539401532
60,173,361,200,80,68,1,20,8.88871473354232,9.0,2.979185563866776
115,127,139,200,80,92,2,20,10.204937304075235,10.0,2.6660980985898344
178,218,230,200,80,70,0,21,9.119122257053291,9.0,3.003771586468236
197,239,225,200,80,65,1,24,9.679075235109718,9.0,3.3096563986459833
255,180,247,200,80,70,2,21,8.794670846394984,9.0,2.7729102331756756
316,201,300,200,80,79,2,20,10.27742946708464,10.0,2.5938180015109795
344,159,244,200,80,72,1,22,10.179858934169278,10.0,3.0833792446449606
317,262,243,200,80,81,2,21,10.268416927899686,10.0,2.9256147978319675
303,306,397,200,80,82,3,23,11.174764890282132,11.0,3.3931319426836466
230,253,49,200,80,79,0,22,9.713557993730408,10.0,3.1546857032254674
167,278,206,200,80,80,1,25,10.276253918495298,10.0,3.578510453254544
96,191,133,200,80,82,0,23,10.302899686520377,10.0,3.564940443997284
18,434,294,200,80,72,2,20,9.731191222570533,10.0,2.678253096109385
22,634,202,200,80,67,1,20,9.02742946708464,9.0,3.200587716485603
57,818,272,200,80,68,2,20,10.375,10.0,2.95194830992201
135,715,391,200,80,56,0,22,9.754702194357368,10.0,3.44700380854727
215,128,282,200,80,76,1,22,10.982366771159874,11.0,3.421546064353743
258,294,306,200,80,82,2,20,8.837382445141065,9.0,2.9394032695444228
312,418,333,200,80,84,1,22,9.617163009404388,9.0,3.1388310387853555
378,502,269,200,80,75,3,22,10.576802507836991,10.0,3.028660555488166
406,499,192,200,80,70,1,22,9.862852664576803,10.0,3.3050260026176486
377,133,192,200,80,81,1,21,10.316222570532915,10.0,3.315904510329305
328,321,339,200,80,75,2,19,10.342084639498433,10.0,2.822766275726988
260,515,351,200,80,65,0,20,9.788401253918495,10.0,3.2614481679884038
176,569,313,200,80,75,1,22,10.637539184952978,11.0,2.9030658684487873
106,524,253,200,80,67,1,25,10.57601880877743,10.0,3.768748968771319
23,125,179,200,80,66,1,22,9.398119122257054,9.0,3.0745384094122086
44,240,253,200,80,75,2,22,10.081504702194357,10.0,3.0494261126889186
85,378,208,200,80,77,2,23,10.858542319749215,11.0,3.249905579616461
151,392,347,200,80,62,2,23,11.150470219435737,11.0,3.26939710942927
195,342,236,200,80,79,1,21,9.730799373040753,10.0,3.152725544329532
241,175,312,200,80,68,1,21,9.623040752351097,9.0,3.252643318820521
308,261,248,200,80,71,0,19,9.113244514106583,9.0,2.9426514614541817
357,327,343,200,80,75,2,24,10.059169278996865,10.0,3.0716410304994044
364,260,173,200,80,68,1,22,9.78487460815047,10.0,3.012831503363981
350,184,342,200,80,75,1,22,9.949059561128527,10.0,2.7308307196986714
307,43,312,200,80,75,1,22,9.919670846394984,10.0,3.149770636740348
248,195,108,200,80,71,2,20,9.471394984326018,9.0,2.703758546861028
157,437,309,200,80,69,1,20,8.532915360501567,8.0,3.035528589953052
98,605,110,200,80,78,0,19,8.772727272727273,9.0,2.9345112901174417
26,669,286,200,80,73,0,21,8.959639498432601,9.0,3.5498489342851642
59,22,102,200,80,53,0,20,9.692006269592477,10.0,2.799176780006707
112,126,227,200,80,75,0,22,9.351489028213166,9.0,2.968599668141788
179,250,270,200,80,66,2,23,10.720611285266457,10.0,3.6485383687459283
239,320,223,200,80,63,2,23,9.831504702194357,10.0,3.4941479862284606
312,376,133,200,80,75,1,19,9.196708463949843,9.0,2.8957359982279223
342,26,279,200,80,65,3,23,11.539184952978056,11.0,3.3463872758018005
360,121,223,200,80,80,0,20,9.341692789968652,9.0,2.869144841026354
364,247,329,200,80,76,0,25,10.725313479623825,11.0,3.7801268798479946
309,249,303,200,80,67,3,21,10.439655172413794,10.0,2.8259813187650935
284,327,254,200,80,82,2,20,10.257445141065832,10.0,2.8800373984150784
202,23,229,200,80,76,2,21,9.900470219435737,10.0,3.3067281698911977
125,95,359,200,80,72,2,22,10.328761755485893,10.0,3.386607456658744
73,144,215,200,80,87,2,18,8.780172413793103,9.0,2.701566705857594
29,110,382,200,80,71,2,22,9.636363636363637,9.0,3.005777186474048
61,153,279,200,80,77,2,23,11.099137931034482,11.0,3.5407346362971186
124,18,172,200,80,53,3,22,11.393416927899686,11.0,2.9090854198143
197,51,261,200,80,74,0,21,9.755877742946709,10.0,2.840379450142162
265,57,304,200,80,77,2,24,10.510971786833856,10.0,3.0359453650209365
319,51,275,200,80,78,2,26,11.086598746081505,11.0,3.93480678292246
367,49,205,200,80,74,1,23,11.135579937304076,11.0,3.514139004014325
386,16,305,200,80,58,3,20,10.386363636363637,10.0,2.736540548754691
389,31,276,200,80,69,1,21,9.93025078369906,10.0,2.92014840517865
341,50,287,200,80,74,0,23,10.797805642633229,10.0,3.638637341804198
301,19,255,200,80,74,0,24,10.960031347962383,11.0,3.7736673828331355
204,7,306,200,80,56,1,22,10.193965517241379,10.0,3.0203714731472244
122,32,279,200,80,63,0,24,10.990595611285267,11.0,3.6498257728134047
80,39,245,200,80,64,2,26,12.1108934169279,12.0,3.9927254169423834
32,62,198,200,80,63,1,24,9.24294670846395,9.0,2.9987832590531722
68,36,172,200,80,74,0,22,9.882836990595612,10.0,3.306446649145782
110,15,211,200,80,67,3,25,11.008228840125392,11.0,2.8735652815372097
170,15,335,200,80,67,2,22,10.98628526645768,11.0,2.9305252174797083
200,32,301,200,80,76,1,23,11.309561128526646,11.0,3.3516153587070496
230,42,295,200,80,66,1,25,10.281347962382446,10.0,3.204620009543713
269,30,192,200,80,67,1,23,10.606974921630094,10.0,3.0260620720579867
287,13,228,200,80,76,0,22,10.632445141065832,10.0,3.177065241864846
305,6,141,200,80,69,2,23,10.922021943573668,11.0,3.612038082473155
268,11,203,200,80,68,1,20,8.079153605015675,8.0,2.5433553304458
202,25,233,200,80,80,2,21,10.794278996865204,11.0,3.356262363208126
143,23,76,200,80,73,0,21,8.87539184952978,9.0,3.329735332671187
107,10,288,200,80,75,0,17,7.692789968652038,8.0,2.721039249720603
89,9,300,200,80,80,2,24,10.908307210031348,11.0,3.0845290896658826
175,6,14,200,80,79,0,22,10.182210031347962,10.0,3.558196877874741
150,8,254,200,80,80,0,30,11.997257053291536,11.0,4.800689801506367
122,7,241,200,80,82,2,22,10.497648902821316,10.0,2.8729624027543177
96,5,25,200,80,75,0,21,10.70846394984326,11.0,3.3136164161535926
73,486,151,200,80,65,1,22,10.017633228840126,10.0,3.2847017934279066
61,560,100,200,80,89,1,20,9.019200626959247,9.0,3.0054847439233026
56,491,294,200,80,84,1,24,10.740987460815047,11.0,3.473578773418069
82,252,196,200,80,80,1,23,9.574059561128527,10.0,3.01667276224091
90,94,199,200,80,65,1,20,9.967868338557993,10.0,3.151190574860809
116,260,265,200,80,71,2,25,10.836990595611285,11.0,3.448580422571879
147,384,368,200,80,75,1,21,10.477272727272727,10.0,2.834563445886268
179,388,352,200,80,76,1,21,9.850313479623825,10.0,3.0033171152633837
196,254,299,200,80,70,2,24,11.594043887147336,11.0,3.1738689557926203
207,105,147,200,80,81,3,20,9.439263322884013,9.0,2.5256199629237055
96,165,332,200,80,71,1,23,10.357366771159874,10.0,2.95778033996105
101,240,276,200,80,72,2,22,9.778605015673982,10.0,2.720086078317094
74,288,162,200,80,75,1,19,9.557210031347962,9.0,2.9580165328394314
55,185,198,200,80,72,1,22,9.778605015673982,10.0,3.405688114558137
45,75,180,200,80,74,2,22,9.699059561128527,10.0,3.189844640957153
33,179,193,200,80,70,1,22,9.726880877742946,9.0,3.094554574413425
36,192,71,200,80,80,2,23,10.21551724137931,10.0,3.2047100865337175
49,261,302,200,80,78,2,19,9.848746081504702,10.0,2.7089495230803946
45,180,274,200,80,85,1,19,10.522335423197493,10.0,3.141436516296944
63,69,374,200,80,72,1,22,10.45924764890282,10.0,3.3389832981486727
78,167,24,200,80,63,2,20,10.543887147335424,11.0,2.9415068643524025
108,176,181,200,80,83,1,24,10.18652037617555,10.0,4.130000355840177
143,177,311,200,80,73,2,23,11.192006269592477,11.0,3.5012266618846213
186,138,358,200,80,65,0,24,10.054075235109718,10.0,3.5585418459777576
90,54,198,200,80,74,1,20,8.476489028213166,8.0,2.5080270304171
69,88,148,200,80,78,3,20,9.95141065830721,10.0,2.8196838709862835
55,240,147,200,80,71,0,21,9.802115987460816,10.0,3.067747875445318
35,467,196,200,80,86,1,22,9.338557993730408,9.0,3.6907007331683155
28,673,241,200,80,73,2,23,10.692789968652038,11.0,2.9935371435591076
26,747,208,200,80,74,1,23,10.65242946708464,11.0,3.185408600711855
20,69,207,200,80,73,2,19,8.800156739811912,9.0,2.6337334146740368
36,152,233,200,80,86,1,23,9.897727272727273,10.0,3.0314642334974145
44,247,275,200,80,79,3,21,10.824451410658307,11.0,2.690497197409648
62,335,229,200,80,62,1,20,9.59051724137931,10.0,2.7106467866643627
76,362,219,200,80,69,3,20,10.413793103448276,10.0,2.7604911370434397
99,78,282,200,80,60,0,24,10.752742946708464,10.0,3.892409863466188
157,234,286,200,80,83,2,18,9.978056426332289,10.0,2.623947106341659
213,404,400,200,80,65,4,24,11.6108934169279,12.0,2.994680312419512
133,481,364,200,80,72,0,26,9.435344827586206,9.0,4.502321409960211
99,516,287,200,80,68,0,20,10.022335423197493,10.0,2.889672379011883
76,81,101,200,80,70,2,23,10.415360501567399,10.0,2.7765332873466417
52,213,230,200,80,84,1,20,8.78448275862069,9.0,2.462848205672752
41,364,277,200,80,73,1,17,8.341692789968652,8.0,2.643532052248399
33,392,300,200,80,71,2,20,9.924373040752352,10.0,2.8029879375555606
42,425,277,200,80,78,2,21,11.485501567398119,12.0,2.6305612502614064
48,55,188,200,80,80,1,22,9.728056426332289,10.0,3.3402451879033324
63,138,336,200,80,82,1,20,9.9858934169279,10.0,3.1789306971613556
87,234,221,200,80,88,2,21,9.876175548589341,10.0,3.093936295385491
105,245,195,200,80,86,1,23,10.426332288401253,10.0,3.2434012144928603
126,265,240,200,80,80,1,23,10.108934169278998,10.0,3.03207231120376
169,647,248,200,80,70,0,23,8.909090909090908,8.0,3.677161419009696
213,812,178,200,80,80,0,19,8.880094043887148,9.0,2.931380107193289
128,817,212,200,80,73,1,21,9.73628526645768,10.0,3.1212136926984435
94,480,213,200,80,78,2,19,9.66614420062696,10.0,2.677957368168238
79,181,378,200,80,78,0,18,9.098746081504702,9.0,2.823929041282065
72,302,363,200,80,66,1,22,9.094043887147336,9.0,3.56596093323865
63,395,222,200,80,77,1,19,8.734717868338558,9.0,2.5971261544435063
60,456,106,200,80,85,1,20,9.443573667711599,9.0,2.81814781990853
68,256,312,200,80,78,3,21,10.05564263322884,10.0,2.9445035896616547
73,84,189,200,80,76,2,20,9.55525078369906,9.0,2.7554597867083994
81,219,308,200,80,93,1,23,10.355799373040753,10.0,3.9322701457216516
120,324,331,200,80,79,0,22,9.76371473354232,10.0,3.054014777870375
145,320,282,200,80,82,0,22,9.929858934169278,10.0,3.0002902647727936
181,200,314,200,80,75,1,23,11.827978056426332,12.0,3.253854861596246
191,66,394,200,80,82,2,24,10.256269592476489,10.0,3.005898047947621
234,299,316,200,80,88,1,21,8.865595611285267,9.0,2.8146016560497142
161,321,340,200,80,93,1,19,9.322884012539184,9.0,2.887380904033881
164,348,254,200,80,78,1,18,8.72923197492163,9.0,2.637288321793645
126,245,354,200,80,92,0,25,10.68730407523511,11.0,3.6719126163036924
117,98,327,200,80,80,0,26,9.811128526645769,9.0,3.947290048429126
115,286,332,200,80,90,1,18,8.856583072100314,9.0,2.7368601300807596
108,300,358,200,80,86,2,22,10.240203761755486,10.0,2.9927914370100024
118,357,193,200,80,76,0,24,9.683777429467085,10.0,3.5900751593137876
144,247,261,200,80,72,0,30,11.733542319749215,12.0,4.396261983423239
186,100,216,200,80,83,2,19,9.283307210031348,9.0,2.6724362870103815
228,337,307,200,80,76,1,21,9.647335423197493,10.0,3.217226962208721
274,411,272,200,80,88,1,20,8.878918495297805,9.0,3.0297367520067535
300,518,162,200,80,78,1,23,10.992163009404388,11.0,3.0844845865477275
319,428,323,200,80,94,1,20,8.93025078369906,9.0,2.7250999118535133
357,243,90,200,80,63,1,20,8.637147335423197,9.0,2.5870425884526567
169,241,248,200,80,83,0,21,9.350705329153605,9.0,3.1757011623288394
164,208,355,200,80,77,0,21,9.259796238244514,9.0,3.0811106101063603
170,262,335,200,80,76,2,20,9.842084639498433,10.0,2.715432508957734
169,210,147,200,80,76,1,21,10.611677115987462,10.0,2.8573841549965833
165,124,233,200,80,89,1,24,9.799373040752352,10.0,2.9419194225970506
184,200,249,200,80,78,0,20,9.87539184952978,10.0,3.080577657234649
197,296,323,200,80,80,2,23,11.345611285266457,11.0,3.1999198441172654
242,445,193,200,80,75,1,24,10.818181818181818,11.0,3.1301219068744155
289,492,312,200,80,84,1,24,9.449843260188088,9.0,3.7575201470761828
316,462,166,200,80,87,1,22,9.800156739811912,10.0,3.3763468192369084
351,274,292,200,80,91,1,23,9.132836990595612,9.0,2.903487273343675
356,411,259,200,80,86,2,20,10.514498432601881,10.0,2.8723811541144135
372,604,247,200,80,85,1,20,9.97844827586207,10.0,2.903881756131645
369,622,115,200,80,70,1,20,9.387147335423197,9.0,2.758394031013316
128,498,242,200,80,86,1,21,9.495297805642632,9.0,2.798478620887175
116,289,134,200,80,85,2,28,11.448275862068966,11.0,3.4755737677122043
108,299,48,200,80,87,2,23,10.559952978056426,10.0,3.4469119336975638
122,408,215,200,80,85,0,21,9.77115987460815,10.0,3.524897860120683
134,392,252,200,80,80,1,24,11.105407523510971,11.0,3.2530818144652986
169,307,387,200,80,69,1,19,9.156347962382446,9.0,2.603245590231569
214,229,211,200,80,69,1,24,10.477272727272727,10.0,3.0826317112676023
254,276,232,200,80,79,2,23,10.181034482758621,10.0,3.5251204468720125
257,307,243,200,80,74,2,20,10.571316614420063,11.0,2.9249373955853937
290,232,234,200,80,92,1,20,8.713557993730408,8.0,3.1651023059513093
296,81,250,200,80,81,0,24,10.321316614420063,10.0,3.134430621311948
311,218,189,200,80,76,1,24,9.299764890282132,9.0,3.7966368479723904
299,278,400,200,80,80,0,21,9.453761755485893,9.0,3.1369313849321707
311,321,300,200,80,73,2,23,10.528996865203762,10.0,3.473582243429836
134,251,123,200,80,94,0,22,9.081896551724139,9.0,3.143005097448935
108,144,270,200,80,78,1,20,9.3891065830721,9.0,3.0277334319126497
104,387,442,200,80,74,2,21,9.132445141065832,9.0,2.5386690863027264
107,460,387,200,80,90,0,22,10.016065830721002,10.0,3.6914892640046957
123,423,300,200,80,78,1,19,8.486677115987462,8.0,2.6384505390177573
138,266,204,200,80,85,1,24,10.755485893416928,10.0,3.7839074775145263
172,122,66,200,80,67,0,20,8.626567398119123,8.0,2.9981132213595143
217,225,236,200,80,69,1,19,9.68652037617555,10.0,2.933511936388324
258,309,211,200,80,84,2,23,10.693181818181818,11.0,3.4060821362184273
276,284,302,200,80,83,1,22,9.856974921630094,10.0,3.3726725311695875
301,178,221,200,80,82,1,20,9.097962382445141,9.0,2.7756716691434993
309,73,231,200,80,80,2,21,9.704545454545455,10.0,2.8793140777412094
302,248,257,200,80,80,1,26,9.654388714733543,9.0,3.6713097420323457
278,253,357,200,80,80,0,20,9.40948275862069,9.0,2.9573172173966875
164,165,331,200,80,76,2,23,9.29075235109718,9.0,2.94557886622737
136,105,348,200,80,66,2,19,10.422805642633229,10.0,2.824600334560539
127,75,176,200,80,86,2,22,10.370297805642632,10.0,2.742978252169722
106,494,345,200,80,72,1,21,9.82601880877743,10.0,2.812363013110962
95,763,282,200,80,79,2,19,8.928291536050157,9.0,2.734308133385531
99,872,283,200,80,90,2,23,11.522727272727273,11.0,3.0960766088109164
113,721,263,200,80,94,1,24,10.426332288401253,10.0,3.5165389835034926
149,369,269,200,80,72,2,23,9.734717868338558,10.0,3.1485805627139603
167,348,89,200,80,92,1,22,9.425156739811912,9.0,3.34425681711471
205,465,399,200,80,75,2,21,10.137539184952978,10.0,2.7071485931728665
220,530,228,200,80,77,1,22,9.607366771159874,9.0,3.1229119359217936
240,445,292,200,80,93,1,20,8.70846394984326,8.0,2.8666207576953044
260,180,208,200,80,77,0,22,9.058777429467085,9.0,3.3120838524651157
264,195,269,200,80,82,1,20,8.164968652037617,8.0,2.6615181308367584
167,262,114,200,80,83,1,21,10.915360501567399,11.0,2.907246773875224
143,353,228,200,80,90,2,23,9.411050156739812,9.0,2.968869858862731
110,324,184,200,80,84,1,23,10.375,10.0,3.3779738436526197
101,142,131,200,80,93,1,21,9.045062695924765,9.0,3.175744290489563
103,276,214,200,80,61,0,22,8.940047021943574,9.0,3.196529465646795
103,368,279,200,80,94,2,19,9.971394984326018,10.0,2.6524750252071905
128,443,321,200,80,91,1,21,9.995689655172415,10.0,3.1923051454913587
149,414,419,200,80,86,0,22,8.950235109717868,9.0,3.082250217358038
164,225,227,200,80,71,1,25,10.942006269592477,11.0,3.705108358712867
208,254,250,200,80,76,1,21,9.59051724137931,9.0,2.543592549003352
236,350,320,200,80,93,1,22,10.846003134796238,11.0,3.5136589293911964
279,387,406,200,80,86,0,25,10.553291536050157,10.0,3.9032556316864513
291,329,263,200,80,78,0,20,8.689655172413794,9.0,2.846807518473656
301,166,263,200,80,66,3,21,9.96551724137931,10.0,2.82419610980375
134,347,235,200,80,81,2,24,10.747648902821316,11.0,3.583830692809651
150,424,212,200,80,82,2,23,9.923197492163009,10.0,3.226126854021432
132,406,278,200,80,81,2,22,11.378918495297805,11.0,3.053120725711772
127,183,391,200,80,70,1,23,11.90948275862069,12.0,3.0534739528506245
120,69,219,200,80,75,1,23,10.120689655172415,10.0,3.9497642675088662
126,180,318,200,80,80,2,23,10.507445141065832,10.0,3.6901896196277884
150,232,301,200,80,81,2,19,9.046238244514107,9.0,2.485423325991722
164,262,262,200,80,77,1,23,9.105799373040753,9.0,3.424249349660688
178,141,273,200,80,82,0,22,9.81191222570533,10.0,3.747293582848484
207,71,148,200,80,71,0,24,8.692398119122258,8.0,3.4252847239678115
223,413,361,200,80,69,1,19,10.161833855799372,10.0,2.761848415159831
249,522,280,200,80,72,1,24,9.853056426332289,10.0,3.433646452728252
259,495,264,200,80,66,2,20,10.54114420062696,11.0,2.967937327899795
277,291,239,200,80,78,1,23,10.059561128526646,10.0,3.0640336162890245
140,158,180,200,80,78,1,20,9.242163009404388,9.0,3.1802155382897648
147,360,373,200,80,86,1,19,8.59717868338558,8.0,2.780776746324637
141,428,318,200,80,79,2,23,11.36794670846395,11.0,3.6543173483465377
132,425,335,200,80,84,1,22,10.022727272727273,10.0,3.2659472394331326
129,251,234,200,80,83,1,21,10.309952978056426,10.0,2.9517957975427125
137,99,277,200,80,86,0,24,11.013322884012538,11.0,3.927015736511057
165,243,423,200,80,67,1,21,9.865203761755486,10.0,2.790463923494516
143,271,176,200,80,66,2,22,9.98628526645768,10.0,3.0537581543618533
155,278,169,200,80,81,2,22,11.77742946708464,12.0,2.977158336781315
191,161,220,200,80,73,1,25,10.699451410658307,10.0,3.3526108779650725
196,64,274,200,80,77,1,20,9.199843260188088,9.0,3.1307755367202623
198,58,295,200,80,92,1,21,9.429075235109718,9.0,2.546215660903813
197,81,330,200,80,69,0,21,8.393025078369906,8.0,2.6106242307117324
219,203,216,200,80,85,2,21,9.892633228840126,10.0,3.0126809773226157
